mapillary_image_id,lat,lon,confidence,image_path,osm_status,osm_id
473195477325819,52.4981,13.365722222222,0.0117,images/473195477325819.jpg,,
1047564819223093,52.49930305877,13.370002834139,0.2152,images/1047564819223093.jpg,,
1150572832094921,52.499139399972,13.369684799972,0.0073,images/1150572832094921.jpg,,
1142725242874618,52.500693365049,13.374229241175,0.0265,images/1142725242874618.jpg,,
1008169741539196,52.498882999693,13.385643716914,0.5017,images/1008169741539196.jpg,MISSING,
1029333595427733,52.503273778244,13.353161809754,0.3184,images/1029333595427733.jpg,MISSING,
1546267402879847,52.503193861272,13.353191702252,0.3036,images/1546267402879847.jpg,MISSING,
1034850808404917,52.501569299972,13.372170799972,0.2861,images/1034850808404917.jpg,,
1271020991398063,52.5017076,13.372407,0.0082,images/1271020991398063.jpg,,
1033295517202482,52.500790299972,13.389048699972,0.0067,images/1033295517202482.jpg,,
10011689078949908,52.50322792684,13.359296629218,0.7608,images/10011689078949908.jpg,MATCH,node/679207684
1075557234553311,52.502918508884,13.359168805194,0.049,images/1075557234553311.jpg,,
1040764940173644,52.502528599998,13.3944694,0.0805,images/1040764940173644.jpg,,
1029410640923309,52.502270378221,13.394506070775,0.0488,images/1029410640923309.jpg,,
138193311670315,52.506139674273,13.350081229595,0.0841,images/138193311670315.jpg,,
1145572419238924,52.504130555556,13.359897222222,0.0723,images/1145572419238924.jpg,,
1138082103365381,52.5038503,13.366552799972,0.4335,images/1138082103365381.jpg,MISSING,
2804046603195357,52.503997222222,13.366605555556,0.143,images/2804046603195357.jpg,,
1306632450975429,52.504832642202,13.371227514011,0.0132,images/1306632450975429.jpg,,
23912194745097211,52.504727323276,13.371549822838,0.0024,images/23912194745097211.jpg,,
1003837212307507,52.505918098663,13.377028545377,0.0107,images/1003837212307507.jpg,,
1059380631884169,52.506168,13.429815127628,0.4517,images/1059380631884169.jpg,MISSING,
1401381450197370,52.50647078,13.35552456,0.0098,images/1401381450197370.jpg,,
1049563817815520,52.506688605112,13.353254031402,0.0707,images/1049563817815520.jpg,,
1051912030914216,52.506622010891,13.352945074451,0.0386,images/1051912030914216.jpg,,
1196750540801797,52.50810409901,13.367746593443,0.1262,images/1196750540801797.jpg,,
1167002303726523,52.506668099972,13.3641792,0.4941,images/1167002303726523.jpg,ERROR,HTTP Error 504: Gateway Timeout
1048530045672428,52.506857799972,13.3642783,0.1141,images/1048530045672428.jpg,,
1490826527917828,52.509792626753,13.361814932023,0.4715,images/1490826527917828.jpg,MISSING,
1942092443212232,52.51076197492,13.359128583955,0.0276,images/1942092443212232.jpg,,
1349428062661232,52.510945700002,13.3640172,0.0136,images/1349428062661232.jpg,,
1384914455227706,52.5105908,13.3637726,0.0027,images/1384914455227706.jpg,,
938736076886347,52.511213533333,13.38477795,0.0345,images/938736076886347.jpg,,
959596461525350,52.511418387222,13.384674936389,0.0238,images/959596461525350.jpg,,
1036847677324798,52.511991299998,13.363184300002,0.0282,images/1036847677324798.jpg,,
1233687033938867,52.5122148,13.362920700002,0.0057,images/1233687033938867.jpg,,
293574512419226,52.512741,13.374882,0.0183,images/293574512419226.jpg,,
3066037350384337,52.51284,13.374807,0.0027,images/3066037350384337.jpg,,
1058879988807165,52.51371259806,13.380591692415,0.0297,images/1058879988807165.jpg,,
1001537440991622,52.5136034,13.380005,0.05,images/1001537440991622.jpg,,
1050887158853994,52.515214299972,13.3635643,0.2506,images/1050887158853994.jpg,,
1023628978708561,52.515243762222,13.358747195465,0.0037,images/1023628978708561.jpg,,
1210502682743469,52.521829099972,13.3500543,0.124,images/1210502682743469.jpg,,
2916861688578582,52.521941226767,13.355338928542,0.0095,images/2916861688578582.jpg,,
1205802617103619,52.518482541894,13.42987746364,0.0302,images/1205802617103619.jpg,,
1055452078937238,52.524377103013,13.351368606103,0.1586,images/1055452078937238.jpg,,
1209545322819206,52.527476646986,13.354662694049,0.0227,images/1209545322819206.jpg,,
1004693791980391,52.527067358654,13.35935010576,0.0663,images/1004693791980391.jpg,,
1078680103618045,52.525332015572,13.3839099023,0.2684,images/1078680103618045.jpg,,
155566969849283,52.525263531182,13.384020058451,0.4529,images/155566969849283.jpg,ERROR,HTTP Error 429: Too Many Requests
1566587876882942,52.525038141806,13.380749439833,0.0107,images/1566587876882942.jpg,,
147307564034810,52.5279742,13.351541299972,0.0321,images/147307564034810.jpg,,
1016626859596927,52.5264748,13.4216489,0.1134,images/1016626859596927.jpg,,
1046515289400917,52.52646008977,13.421391360474,0.0217,images/1046515289400917.jpg,,
1022080883772597,52.532319920186,13.350742310298,0.2324,images/1022080883772597.jpg,,
1000682767712632,52.529049594936,13.417437868205,0.0033,images/1000682767712632.jpg,,
1166472578409427,52.530768094633,13.363752197487,0.0126,images/1166472578409427.jpg,,
1123584071463875,52.530597480994,13.363819755626,0.2119,images/1123584071463875.jpg,,
1046157368102314,52.531740688768,13.376347180468,0.0534,images/1046157368102314.jpg,,
1068721845509366,52.531597316314,13.376548849059,0.008,images/1068721845509366.jpg,,
1017767845422289,52.532009119217,13.403341434908,0.0289,images/1017767845422289.jpg,,
217096679800489,52.53047395,13.4079529,0.1212,images/217096679800489.jpg,,
2742997745946835,52.534336,13.350329999972,0.0346,images/2742997745946835.jpg,,
769664170382176,52.530523971703,13.426010962588,0.4864,images/769664170382176.jpg,MISSING,
853713922161610,52.530577825431,13.426055470494,0.0281,images/853713922161610.jpg,,
1053201853288304,52.535235774752,13.377055786563,0.271,images/1053201853288304.jpg,,
1142893173777698,52.535499343697,13.416842836899,0.4491,images/1142893173777698.jpg,MISSING,
163911806674342,52.53389764582,13.42546630652,0.0249,images/163911806674342.jpg,,
1002883036102785,52.536026858774,13.356399927301,0.0148,images/1002883036102785.jpg,,
1013377700957435,52.536178068307,13.369410568861,0.0025,images/1013377700957435.jpg,,
1319365590305143,52.536175889012,13.369266986859,0.0591,images/1319365590305143.jpg,,
1022019056773128,52.5365924696,13.417814467115,0.0332,images/1022019056773128.jpg,,
1039248488291542,52.539751860362,13.353533232597,0.1182,images/1039248488291542.jpg,,
219652872993902,52.5397346,13.357879499972,0.1746,images/219652872993902.jpg,,
1568477076690992,52.539667199972,13.3576931,0.1143,images/1568477076690992.jpg,,
1012716929643299,52.536712,13.422855,0.0862,images/1012716929643299.jpg,,
1195073957604308,52.5413671,13.353047699972,0.2884,images/1195073957604308.jpg,,
1085692106244852,52.538592840373,13.426213021165,0.0038,images/1085692106244852.jpg,,
1338138179951564,52.542977384341,13.359204595921,0.1308,images/1338138179951564.jpg,,
1311539529298113,52.543179304388,13.359107365844,0.6324,images/1311539529298113.jpg,MISSING,
477164921776313,52.542004,13.366748,0.0689,images/477164921776313.jpg,,
2985475775042395,52.541310307619,13.419788656769,0.0317,images/2985475775042395.jpg,,
1166818274360289,52.541303141092,13.419759236289,0.5955,images/1166818274360289.jpg,ERROR,HTTP Error 504: Gateway Timeout
495252188386250,52.54587509998,13.352668700023,0.0057,images/495252188386250.jpg,,
1156182399170889,52.54569379152,13.352816160781,0.2608,images/1156182399170889.jpg,,
1932172516939301,52.5449117,13.364366999972,0.0253,images/1932172516939301.jpg,,
185161343477694,52.545450617215,13.368159370919,0.0331,images/185161343477694.jpg,,
1009529673262027,52.546218037654,13.385483119649,0.0025,images/1009529673262027.jpg,,
1071339636723201,52.544083041188,13.40812054464,0.0044,images/1071339636723201.jpg,,
1244642427148187,52.546682263859,13.352869211823,0.1301,images/1244642427148187.jpg,,
1020261126083731,52.547684872372,13.381614299998,0.0175,images/1020261126083731.jpg,,
1001284814226316,52.546909628485,13.394538676379,0.0042,images/1001284814226316.jpg,,
519325282425680,52.54934511618,13.380264714373,0.029,images/519325282425680.jpg,,
